timestamp,price
2023-05-25 00:00:00,85.99243103695191
2023-05-26 00:00:00,86.52145051886268
2023-05-27 00:00:00,87.22143317339614
2023-05-28 00:00:00,88.57075731062847
2023-05-29 00:00:00,91.55658763308094
2023-05-30 00:00:00,90.96051451603776
2023-05-31 00:00:00,92.32631297902313
2023-06-01 00:00:00,90.62986947856317
2023-06-02 00:00:00,93.95484073541274
2023-06-03 00:00:00,95.38802715025643
2023-06-04 00:00:00,95.92276998206682
2023-06-05 00:00:00,94.33437773316017
2023-06-06 00:00:00,87.9297214896363
2023-06-07 00:00:00,90.86149323993763
2023-06-08 00:00:00,88.85126497106056
2023-06-09 00:00:00,88.46009852100552
2023-06-10 00:00:00,89.14363098430952
2023-06-11 00:00:00,77.34095836069854
2023-06-12 00:00:00,77.61883106143392
2023-06-13 00:00:00,77.58700823632584
2023-06-14 00:00:00,77.33285103848912
2023-06-15 00:00:00,73.14853931172605
2023-06-16 00:00:00,74.45109550645611
2023-06-17 00:00:00,76.02966815027389
2023-06-18 00:00:00,76.79720417240186
2023-06-19 00:00:00,77.12473118289505
2023-06-20 00:00:00,77.37016889500566
2023-06-21 00:00:00,80.4202991576249
2023-06-22 00:00:00,85.19029913244927
2023-06-23 00:00:00,86.11576831171845
2023-06-24 00:00:00,91.1023393394892
2023-06-25 00:00:00,89.53494263364367
2023-06-26 00:00:00,88.20926185045415
2023-06-27 00:00:00,87.2428616034886
2023-06-28 00:00:00,87.97124299438428
2023-06-29 00:00:00,83.09066613995722
2023-06-30 00:00:00,84.85572959863613
2023-07-01 00:00:00,107.96216790180311
2023-07-02 00:00:00,107.11627250917628
2023-07-03 00:00:00,113.16618113820594
2023-07-04 00:00:00,106.71003306247722
2023-07-05 00:00:00,104.85346360118298
2023-07-06 00:00:00,102.61181939955442
2023-07-07 00:00:00,95.72736459264779
2023-07-08 00:00:00,98.15128945261372
2023-07-09 00:00:00,97.84223766153693
2023-07-10 00:00:00,95.23888151550278
2023-07-11 00:00:00,96.68757534145108
2023-07-12 00:00:00,96.8236888507122
2023-07-13 00:00:00,96.40213440964551
2023-07-14 00:00:00,101.7197693421679
2023-07-15 00:00:00,94.89394004619243
2023-07-16 00:00:00,94.71948998071656
2023-07-17 00:00:00,92.77992474744069
2023-07-18 00:00:00,92.2768192686846
2023-07-19 00:00:00,91.4701662643582
2023-07-20 00:00:00,92.19319962899404
2023-07-21 00:00:00,92.31318024793325
2023-07-22 00:00:00,94.02981109101803
2023-07-23 00:00:00,91.85135193350833
2023-07-24 00:00:00,93.12251956008376
2023-07-25 00:00:00,89.18416546665846
2023-07-26 00:00:00,89.46837675509562
2023-07-27 00:00:00,90.68455586633748
2023-07-28 00:00:00,90.40984042897169
2023-07-29 00:00:00,91.49610052815916
2023-07-30 00:00:00,94.52067129974303
2023-07-31 00:00:00,94.15969477869633
2023-08-01 00:00:00,92.31938068647459
2023-08-02 00:00:00,93.63556992352053
2023-08-03 00:00:00,87.37000670203481
2023-08-04 00:00:00,82.79542073454293
2023-08-05 00:00:00,82.12095948348781
2023-08-06 00:00:00,83.07877420646766
2023-08-07 00:00:00,82.39249823259077
2023-08-08 00:00:00,82.31816552422347
2023-08-09 00:00:00,83.95506710454288
2023-08-10 00:00:00,84.07503452840432
2023-08-11 00:00:00,83.03201002340764
2023-08-12 00:00:00,83.50800894750988
2023-08-13 00:00:00,83.39957478408667
2023-08-14 00:00:00,81.94622927942365
2023-08-15 00:00:00,82.04349720220276
2023-08-16 00:00:00,79.25527554620012
2023-08-17 00:00:00,74.44278334002308
2023-08-18 00:00:00,64.66428652341747
2023-08-19 00:00:00,64.0770042901764
2023-08-20 00:00:00,64.10082944905238
2023-08-21 00:00:00,65.15540706375718
2023-08-22 00:00:00,66.91679140457396
2023-08-23 00:00:00,64.92407945763054
2023-08-24 00:00:00,65.59275977438531
2023-08-25 00:00:00,64.8725131979753
2023-08-26 00:00:00,65.10937968968469
2023-08-27 00:00:00,64.98544301974408
2023-08-28 00:00:00,65.34144709918547
2023-08-29 00:00:00,65.54255483630202
2023-08-30 00:00:00,68.90290084500721
2023-08-31 00:00:00,67.64573500244671
2023-09-01 00:00:00,63.86490797967355
2023-09-02 00:00:00,63.00429988008865
2023-09-03 00:00:00,64.52307862547788
2023-09-04 00:00:00,63.900598189666944
2023-09-05 00:00:00,63.710084286047625
2023-09-06 00:00:00,63.09071044841193
2023-09-07 00:00:00,62.84328170935203
2023-09-08 00:00:00,63.586411792250495
2023-09-09 00:00:00,62.59378505332212
2023-09-10 00:00:00,63.05758763752314
2023-09-11 00:00:00,61.11226990392433
2023-09-12 00:00:00,58.76360823738257
2023-09-13 00:00:00,60.03242103024329
2023-09-14 00:00:00,62.003214441438395
2023-09-15 00:00:00,62.72099454597096
2023-09-16 00:00:00,65.96598093207416
2023-09-17 00:00:00,65.27979050105786
2023-09-18 00:00:00,63.54301288934465
2023-09-19 00:00:00,65.84643126407673
2023-09-20 00:00:00,67.34016516524049
2023-09-21 00:00:00,64.5161545100717
2023-09-22 00:00:00,64.65792094851744
2023-09-23 00:00:00,64.31770800409913
2023-09-24 00:00:00,65.0800743925334
2023-09-25 00:00:00,63.56909699482437
2023-09-26 00:00:00,64.3164124617065
2023-09-27 00:00:00,63.71770657750385
2023-09-28 00:00:00,63.467460623639894
2023-09-29 00:00:00,65.20491207738891
2023-09-30 00:00:00,65.63606957587774
2023-10-01 00:00:00,66.02306624425727
2023-10-02 00:00:00,68.27569540159247
2023-10-03 00:00:00,66.0926588480067
2023-10-04 00:00:00,65.45532396088964
